City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Oktyabr'skoye,43.0645,44.7417,51.8,62,1,6.71,RU,1613118539
Wysokie Mazowieckie,52.9166,22.5171,10.0,76,100,14.94,PL,1613118539
Hofn,64.2539,-15.2082,37.4,75,75,13.8,IS,1613118539
Dudinka,69.4058,86.1778,-21.57,88,100,2.82,RU,1613118540
Cairns,-16.9167,145.7667,78.8,83,75,8.05,AU,1613118346
Kualakapuas,-3.0091,114.3876,80.6,83,40,2.3,ID,1613118540
Mahébourg,-20.4081,57.7,86.0,58,40,16.11,MU,1613118540
Krasnyy Yar,46.5331,48.3456,48.2,76,0,13.42,RU,1613118540
Antsohihy,-14.8796,47.9875,91.29,61,91,1.07,MG,1613118540
Naantali,60.4674,22.0243,12.0,85,90,2.3,FI,1613118541
Geraldton,-28.7667,114.6,84.2,42,0,27.63,AU,1613118541
Eisenerz,47.5333,14.8833,14.0,79,20,2.3,AT,1613118541
Mocuba,-16.8392,36.9856,82.51,83,98,6.87,MZ,1613118541
Linqiong,30.4159,103.4609,66.99,45,20,4.47,CN,1613118541
Saint-Joseph,-21.3667,55.6167,87.8,58,0,31.07,RE,1613118541
Sémbé,1.6481,14.5806,82.78,61,0,5.23,CG,1613118541
Mayo,38.8876,-76.5119,30.99,64,75,8.05,US,1613118542
Tarauacá,-8.1614,-70.7656,72.19,98,100,2.48,BR,1613118542
Koulamoutou,-1.1303,12.4736,77.0,88,40,2.82,GA,1613118542
Ostrovskoye,57.8057,42.2433,5.02,94,100,6.33,RU,1613118542
Kloulklubed,7.0419,134.2556,82.4,78,75,5.75,PW,1613118542
Narrabri,-30.3167,149.7833,89.6,31,95,9.22,AU,1613118543
São Filipe,14.8961,-24.4956,71.87,68,0,10.67,CV,1613118543
Bethanien,-26.502,17.1583,84.31,37,68,10.47,NA,1613118543
Linköping,58.4109,15.6216,17.6,73,75,6.91,SE,1613118543
Ishigaki,24.3448,124.1572,71.6,78,40,16.11,JP,1613118543
Jacmel,18.2342,-72.5347,75.2,78,11,9.22,HT,1613118543
Jackson,42.4165,-122.8345,39.99,87,90,6.91,US,1613118543
Sydney,-33.8679,151.2073,82.99,61,0,17.27,AU,1613118290
Port Lincoln,-34.7333,135.8667,64.74,63,85,14.9,AU,1613118544
Yangi Marg`ilon,40.4272,71.7189,60.8,29,100,4.61,UZ,1613118544
Itarema,-2.9248,-39.9167,78.1,84,11,10.47,BR,1613118544
Latur,18.4,76.5833,86.27,18,78,3.94,IN,1613118544
Awjilah,29.1081,21.2869,58.93,62,1,13.58,LY,1613118544
Mīnāb,27.1467,57.0801,77.0,61,20,6.91,IR,1613118544
Labuan,5.2767,115.2417,84.0,83,20,4.61,MY,1613118545
Brae,60.3964,-1.353,37.4,56,40,23.02,GB,1613118545
Guerrero Negro,27.9769,-114.0611,57.74,90,0,10.54,MX,1613118545
Alexandria,31.2156,29.9553,57.2,94,0,5.14,EG,1613118353
Goulburn,-34.75,149.7167,69.01,92,100,11.81,AU,1613118270
Aitape,-3.1374,142.3475,83.34,77,100,6.73,PG,1613118545
Pictou,45.6834,-62.7153,10.4,67,4,10.36,CA,1613118545
Shingū,33.7333,135.9833,55.4,67,75,2.3,JP,1613118546
Calabozo,8.9242,-67.4293,74.37,69,91,9.66,VE,1613118432
Kruisfontein,-34.0033,24.7314,87.42,48,100,5.79,ZA,1613118546
Coyhaique,-45.5752,-72.0662,46.4,81,0,4.61,CL,1613118546
Kyzyl-Suu,42.3414,78.0056,38.01,77,52,0.43,KG,1613118546
Vestmannaeyjar,63.4427,-20.2734,42.8,65,90,40.29,IS,1613118546
Juneau,58.3019,-134.4197,26.6,28,1,16.11,US,1613118262
Valdivia,-39.8142,-73.2459,50.0,100,19,3.0,CL,1613118547
Yulara,-25.2406,130.9889,71.6,94,90,12.66,AU,1613118547
Kitimat,54.0524,-128.6534,3.2,55,1,6.91,CA,1613118547
Łańcut,50.0687,22.2291,12.99,78,90,12.66,PL,1613118547
Samarai,-10.6167,150.6667,83.1,74,85,8.68,PG,1613118547
Adrar,20.5022,-10.0711,60.87,24,0,11.05,MR,1613118547
Turukhansk,65.8167,87.9833,-16.42,84,2,3.89,RU,1613118547
Anloga,5.7947,0.8973,82.4,89,75,6.91,GH,1613118547
Morelia,19.7008,-101.1844,50.0,69,0,1.99,MX,1613118271
Viedma,-40.8135,-62.9967,62.01,93,0,8.68,AR,1613118548
Beyneu,45.3167,55.2,46.72,53,0,15.28,KZ,1613118548
Ürümqi,43.801,87.6005,26.6,74,90,4.47,CN,1613118548
Tomatlán,19.9333,-105.25,58.28,92,0,2.53,MX,1613118548
Harbour Breton,47.4833,-55.7983,25.02,97,100,20.76,CA,1613118548
Sturgis,41.7992,-85.4192,17.6,79,90,8.05,US,1613118549
Tagajo,38.2937,141.0056,41.0,56,0,4.61,JP,1613118549
Waipawa,-41.4122,175.5153,60.8,82,49,11.5,NZ,1613118549
Aswān,24.0934,32.907,79.54,15,0,15.21,EG,1613118549
Omboué,-1.5746,9.2618,82.74,79,82,5.7,GA,1613118549
Tumut,-35.3,148.2167,73.4,88,40,9.22,AU,1613118549
Khovd,48.0056,91.6419,14.79,68,81,5.35,MN,1613118549
Jalu,29.0331,21.5482,58.78,61,13,13.8,LY,1613118549
Diego de Almagro,-26.3667,-70.05,54.48,67,0,1.19,CL,1613118550
Summerville,33.0185,-80.1757,60.01,100,90,3.44,US,1613118288
Raudeberg,61.9875,5.1352,25.0,46,0,8.9,NO,1613118550
Inhambane,-23.865,35.3833,80.01,83,75,6.91,MZ,1613118550
Palmer,42.1584,-72.3287,14.0,44,1,6.91,US,1613118550
Kamiiso,41.8167,140.65,35.6,55,20,2.3,JP,1613118550
Paso de Carrasco,-34.8603,-56.0522,69.8,88,75,8.05,UY,1613118550
Yantarnyy,54.8717,19.9381,17.01,85,40,6.71,RU,1613118551
Kutum,14.2,24.6667,75.61,19,16,14.09,SD,1613118551
Panzhihua,26.5851,101.7128,70.0,21,0,1.01,CN,1613118551
Kampot,10.6167,104.1833,86.0,65,40,8.05,KH,1613118551
Dalbandin,28.8947,64.4101,73.72,18,100,2.62,PK,1613118551
Siavonga,-16.5382,28.7088,71.46,94,100,4.0,ZM,1613118551
Hukuntsi,-24.0,21.75,78.58,48,88,9.73,BW,1613118551
Morondava,-20.2833,44.2833,84.4,67,100,11.23,MG,1613118324
Helena,46.5927,-112.0361,-14.8,58,20,5.75,US,1613118552
Wanxian,30.8039,108.3897,71.2,41,0,3.2,CN,1613118552
Merauke,-8.4667,140.3333,84.69,70,86,6.02,ID,1613118552
Phitsanulok,16.9167,100.5,87.8,37,0,4.61,TH,1613118552
Kyra,49.5776,111.9753,12.31,84,23,10.49,RU,1613118552
Arrondissement de Clermont,49.5,2.4167,24.8,74,0,14.97,FR,1613118552
Kroya,-7.6331,109.2461,81.68,81,100,8.41,ID,1613118552
Bilibino,68.0546,166.4372,-20.25,76,4,2.77,RU,1613118552
Mae Sai,20.4335,99.8762,87.01,47,20,2.3,TH,1613118553
Eidfjord,60.4675,7.0719,-0.99,59,0,1.99,NO,1613118553
Chapais,49.7834,-74.8492,-4.0,71,90,10.36,CA,1613118553
Balkhash,46.844,74.9804,19.4,63,0,11.18,KZ,1613118553
Nanzhang,31.7765,111.8386,70.27,41,13,7.45,CN,1613118553
Berdigestyakh,62.0989,126.6992,-9.15,89,100,3.13,RU,1613118553
Toowoomba,-27.55,151.9667,87.8,29,43,1.14,AU,1613118554
Nuevo Progreso,23.1667,-97.95,48.99,96,100,8.99,MX,1613118554
Marion,39.7684,-86.1555,19.99,68,90,16.11,US,1613118554
Māngrol,21.1167,70.1167,82.47,29,24,8.48,IN,1613118554
Alakurtti,66.9672,30.3491,5.7,94,100,2.75,RU,1613118554
Okhotsk,59.3833,143.3,16.77,89,100,5.14,RU,1613118554
Ulaanbaatar,47.9077,106.8832,10.4,67,40,11.18,MN,1613118554
Aguçadoura,41.4318,-8.7804,53.6,100,75,6.51,PT,1613118555
Dombarovskiy,50.7587,59.5386,33.08,97,95,11.39,RU,1613118555
Pasni,25.2631,63.471,75.61,41,7,7.56,PK,1613118555
Nha Trang,12.25,109.1833,75.2,64,40,26.46,VN,1613118334
Lata,40.1629,-8.3327,55.0,93,64,2.44,PT,1613118555
Torrijos,39.9819,-4.2835,53.01,82,64,18.12,ES,1613118555
Muzhi,65.3667,64.6667,-16.56,85,100,3.49,RU,1613118555
Bonthe,7.5264,-12.505,76.24,88,100,3.98,SL,1613118555
Llaillay,-32.85,-70.9667,64.0,99,74,1.01,CL,1613118556
City of San Pedro,14.35,121.0167,88.0,74,20,10.36,PH,1613118556
Eureka,40.8021,-124.1637,46.99,98,94,6.2,US,1613118528
Caimito,8.8123,-75.4107,75.33,85,18,5.39,CO,1613118556
Abnūb,27.2696,31.1511,51.8,82,0,6.91,EG,1613118556
Dunedin,-45.8742,170.5036,55.0,78,29,1.01,NZ,1613118556
Port Hueneme,34.1478,-119.1951,51.8,87,75,0.27,US,1613118556
Kuril'sk,45.2333,147.8833,25.16,95,73,14.94,RU,1613118557
Mogadishu,2.0371,45.3438,82.4,61,40,20.71,SO,1613118557
Dingli,35.8614,14.3822,60.8,67,20,4.61,MT,1613118557
Tawang Town,27.5833,91.8667,46.85,55,78,6.69,IN,1613118557
Uvalde,29.3669,-99.767,37.0,100,90,5.75,US,1613118557
Mortka,59.3322,66.0214,-5.98,88,84,2.93,RU,1613118557
Picayune,30.5255,-89.6795,48.2,93,90,11.5,US,1613118323
Terrace Bay,48.7834,-87.1,-7.6,77,100,6.91,CA,1613118558
Pitimbu,-7.4706,-34.8086,75.2,94,40,3.44,BR,1613118558
La Palma,33.8464,-118.0467,55.99,94,90,5.75,US,1613118501
Camacha,33.0833,-16.3333,57.2,82,20,8.25,PT,1613118558
Bagdarin,54.4333,113.6,2.26,84,100,10.65,RU,1613118558
Ketchikan,55.3422,-131.6461,28.4,31,1,10.36,US,1613118558
Alindao,5.0267,21.2088,88.59,14,0,6.55,CF,1613118559
Kailua,21.4022,-157.7394,73.4,68,75,8.05,US,1613118559
Halifax,44.6453,-63.5724,14.0,73,27,6.91,CA,1613118511
Ucluelet,48.9329,-125.5528,34.0,61,26,11.88,CA,1613118559
Baoshan,46.5586,131.4244,29.71,97,18,4.29,CN,1613118559
Lakes Entrance,-37.8811,147.981,63.0,91,100,3.0,AU,1613118559
Falmouth,50.1544,-5.0711,39.2,81,90,25.32,GB,1613118559
Minden,52.2833,8.9167,14.0,85,75,1.14,DE,1613118560
Fécamp,49.7579,0.3746,28.4,50,0,16.11,FR,1613118560
Itacoatiara,-3.1431,-58.4442,72.99,97,15,1.3,BR,1613118560
Jenison,42.9072,-85.792,16.0,85,100,1.99,US,1613118560
Colares,38.7992,-9.4469,54.0,94,75,2.3,PT,1613118560
Lichinga,-13.3128,35.2406,69.8,83,75,4.61,MZ,1613118560
Ponta Delgada,37.7333,-25.6667,61.0,88,40,23.02,PT,1613118560
Tabatinga,-4.2525,-69.9381,75.2,100,75,2.3,BR,1613118561
Kudahuvadhoo,2.6708,72.8944,80.74,70,7,13.73,MV,1613118561
Langsa,4.4683,97.9683,85.66,64,100,6.29,ID,1613118561
Lashio,22.9333,97.75,80.35,26,1,4.18,MM,1613118561
Ryōtsu-minato,38.0833,138.4333,44.6,76,0,6.91,JP,1613118561
Trelew,-43.249,-65.3051,71.13,45,96,15.55,AR,1613118429
Adré,13.4667,22.2,78.39,18,0,18.01,TD,1613118561
Andenes,69.3143,16.1194,32.0,80,75,28.77,NO,1613118562
Camacupa,-12.0167,17.4833,70.34,61,47,2.91,AO,1613118483
Waingapu,-9.6567,120.2641,83.26,76,83,7.63,ID,1613118562
Riyadh,24.6877,46.7219,77.0,30,0,0.83,SA,1613118551
Bembèrèkè,10.2283,2.6634,78.28,17,27,4.16,BJ,1613118562
Paita,-5.0892,-81.1144,74.05,81,72,7.61,PE,1613118562
Maningrida,-12.0667,134.2667,83.01,78,100,4.59,AU,1613118562
Kidal,18.4411,1.4078,74.7,16,99,11.34,ML,1613118563
Santo Domingo,18.5001,-69.9886,72.0,88,20,4.61,DO,1613118285
Topaowan,30.67,112.6895,66.99,61,0,6.62,CN,1613118563
Sarangani,5.4033,125.4636,84.07,72,0,7.43,PH,1613118563
Kasempa,-13.4584,25.8338,73.67,83,100,5.48,ZM,1613118563
Huayang,34.4155,109.9939,55.49,39,0,4.32,CN,1613118563
Kodinsk,58.6881,99.1844,-7.15,87,100,7.83,RU,1613118563
Havre-St-Pierre,50.2334,-63.5986,24.8,68,90,13.8,CA,1613118564
Vardø,70.3705,31.1107,14.0,92,58,25.32,NO,1613118564
Kanniyākumāri,8.0833,77.5667,82.99,49,96,19.93,IN,1613118564
Valongo,41.195,-8.5103,53.6,100,75,3.0,PT,1613118270
Mariental,-24.6333,17.9667,69.6,62,100,15.39,NA,1613118564
Danielskuil,-28.1887,23.5395,78.91,39,61,4.05,ZA,1613118564
Santa Cruz de la Sierra,-17.8,-63.1667,68.0,100,75,3.44,BO,1613118564
Usinsk,65.9939,57.5281,-16.35,88,100,3.98,RU,1613118565
Chivolo,10.025,-74.6228,74.89,62,0,5.39,CO,1613118565
Antalaha,-14.9003,50.2788,86.25,62,70,6.2,MG,1613118565
Kenai,60.5544,-151.2583,33.8,69,1,14.97,US,1613118565
Vite,17.2833,74.55,84.79,20,8,4.34,IN,1613118565
Nevers,46.9896,3.159,26.6,86,0,5.44,FR,1613118565
Koutsouras,35.0339,25.9469,60.85,57,0,4.85,GR,1613118565
Gorontalo,0.5412,123.0595,84.34,76,100,1.25,ID,1613118526
Nanga Eboko,4.6833,12.3667,77.81,69,73,2.82,CM,1613118566
Ambovombe,-25.1667,46.0833,79.95,73,98,14.63,MG,1613118566
Raja,8.4596,25.678,88.52,14,0,6.58,SS,1613118566
Denpasar,-8.65,115.2167,86.0,74,20,10.36,ID,1613118315
Ndélé,8.4109,20.6473,85.82,13,0,6.89,CF,1613118566
Guamal,9.1433,-74.2238,73.98,75,11,1.5,CO,1613118566
Ancud,-41.8697,-73.8203,51.01,87,0,6.91,CL,1613118567
Arrondissement de Vesoul,47.5833,5.8333,21.0,92,0,14.92,FR,1613118567
